epoch,train_loss,val_loss,train_mcc,val_mcc
1,1.2909071199582207,1.2733069117661495,0.003115232242931295,0.008315896558739322
2,1.2776335079282553,1.401801917127743,0.004177405688921675,0.0035042227680516036
3,1.2593223258276671,1.2494877270832183,0.003448192894851121,0.0016654892588083242
4,1.257080710243277,1.2419677157310922,0.006168895235925023,0.02555073380148394
5,1.2522139082736512,1.2754317458268183,0.005824478399859632,0.0043835563721992005
6,1.2474801619999603,1.247678968253409,0.012095070298878869,0.021910806998074617
7,1.2448055045026138,1.4334252784965904,0.011527193577469673,-0.002167811860005197
8,1.243324058625664,1.9692911311699326,0.013155440861512302,-0.002167811860005197
9,1.243715137973658,1.2422540710989836,0.01343265997873151,0.011659172977270054
10,1.243223831384745,1.241526803545132,0.014888166979898927,-0.005152490233814589
11,1.2440326022585046,1.2410016792595007,0.010202710087924559,0.014676521665273801
12,1.2435147241570657,1.2447024605076784,0.013602409165367332,0.0033260865144938766
13,1.2323201380196163,2.1291707628092187,0.04660895810179835,0.0
14,1.2277914545728221,1.5490971586317013,0.06185643308212801,0.0
15,1.2078762372520562,1.2014899963026593,0.10244172437360745,0.1077707039239399
16,1.2208509819756521,1.2336033616096351,0.06935405209544143,0.030236659645912347
17,1.2228663987099475,1.2074188769243326,0.06342975307723264,0.09604758752867602
18,1.2218369492931935,1.2209956010435796,0.06684980342990834,0.09102696430653077
19,1.2068868517825009,1.1961641762666642,0.10049313369378449,0.12294871387933852
20,1.1991086169213947,1.1956515329658606,0.11251921738561761,0.11420896644867222
21,1.194651210218571,1.188942495425036,0.11546529695479753,0.11249907688896411
22,1.2090150110443618,1.1968900161184324,0.085124563007398,0.11319915087432668
23,1.1888648187122866,1.2213062369899386,0.12237219592177613,0.15267335079865996
24,1.1882460465139397,1.1939433011279743,0.12079576220365346,0.10411667613175271
25,1.186090429189067,1.2012762280786113,0.12329572806251851,0.15640132575033586
26,1.1843341443487665,1.1768948408448772,0.12625476856957135,0.13217327836116552
27,1.1792604137723415,1.1860629477318685,0.12972136153075542,0.1183697096384267
28,1.228432527292989,1.2349496081376532,0.052482453963257916,0.1214003822871289
29,1.1814776240453655,1.1970757479880265,0.12823136608708138,0.13260555624390663
30,1.176723133311898,1.1696430689210344,0.133693031761102,0.14365641350174493
31,1.1970377656467441,1.1891740235553425,0.09567087930475515,0.11509760575744764
32,1.1847434744464724,1.1661791873585647,0.1160269110968843,0.15248731173721003
33,1.1661655884117357,1.1605436698646303,0.1452086836496556,0.15461540580511243
34,1.1601245155464845,1.1669910789295366,0.15045750469019264,0.15222889984699886
35,1.1518406775014935,1.1453879891687138,0.1591565860263866,0.1565037324429399
36,1.1555569500537446,1.148503631239484,0.14657198809060537,0.15972124284565117
37,1.1315997875704442,1.1426943038679231,0.17983644974427643,0.1546648871877361
38,1.1164328209535481,1.1584555580357838,0.19438862830438525,0.17587529534452753
39,1.0958858081615246,1.1118320455596704,0.2109670324186437,0.20053608349638005
40,1.0754765256815042,1.1129988138842735,0.23065735722650468,0.2028367097377154
41,1.0515115383006068,1.134950703116739,0.24813037009910854,0.23533792950097907
42,1.020427974556573,1.1648010499158483,0.27046796242768223,0.1816199840296831
43,0.9906864237525271,1.1283603454091746,0.29284523403709334,0.21272343999573418
44,0.9583369367925485,1.112330573949085,0.31187724566175057,0.23933188466427635
45,0.9260111943759126,1.1356378108832488,0.3348875144548004,0.22627909833212456
46,0.8912213773046173,1.2254221802114682,0.3539474370872519,0.28673275241688617
47,0.8636402171450813,1.1837091615625248,0.3700132950722801,0.2732136590288669
48,0.8380611231322328,1.2163623175803264,0.38379965370903624,0.25991629839224245
49,0.8187310327837126,1.138999233617904,0.3922850210545464,0.2715855282676868
50,0.7988878390423922,1.1643560720097488,0.4013647919569821,0.26374299258711636
51,0.7843949622600608,1.2338427910569367,0.40915877139995815,0.293498267812285
52,0.765414611123611,1.1364387604461355,0.4187579149816422,0.25186340041414385
53,0.7542680534720843,1.210680719014186,0.42648318238752103,0.2764710797197347
54,0.7455512810921193,1.3345936719778997,0.43226270852834786,0.28868306013784173
55,0.7289332021420967,1.2009470106689792,0.4372841312879822,0.2641319383199429
56,0.7222518233511397,1.2672613982941694,0.4434340132989057,0.2695665227805805
57,0.7148375912080119,1.2475259884527534,0.4493706507391294,0.27679654680063337
58,0.707914947844933,1.2842375267083477,0.45061579266934226,0.2803645994042185
59,0.7029178786639165,1.3477572381876077,0.45449984493836915,0.2762560150698262
60,0.6942700522743722,1.3526113388644663,0.4611051078899939,0.29123878732952774
61,0.6842661173266145,1.3022478638940556,0.46419368416553375,0.25905403562971496
62,0.6804179557787661,1.2924013541382589,0.4676247030601197,0.2674902580894235
63,0.6798060692130109,1.3924634460430996,0.46801695079165995,0.29674160667315114
64,0.6679000832073951,1.3972032973910593,0.47653956270387865,0.30207307347883544
65,0.6561478471824376,1.4163494039493,0.4826974377632088,0.2769796627677878
66,0.6544146196504274,1.2543376728987239,0.4818570839176568,0.2624740657677705
67,0.6533021275822207,1.3778666673951847,0.4862559009433891,0.29070316643061633
68,0.6455069559544878,1.3727328831223167,0.4891937270372312,0.2816822565950681
69,0.648957519454665,1.4874228386172823,0.4843004491561489,0.3162693742363455
70,0.642057340946257,1.3269712885473943,0.493543615460617,0.2847360444408455
71,0.6418015013286219,1.2875825369433993,0.4906118451552103,0.2193837348975178
72,0.6395394248097084,1.2179315921227643,0.4917127996197789,0.26344380087473124
73,0.6252025307630712,1.5054944192907613,0.5002618431868292,0.3133905771991528
74,0.6129492086937954,1.3823370924611,0.5090661970873317,0.2808229541997675
75,0.6159465635277965,1.4214938347127029,0.5077407275448723,0.3134286278961487
76,0.6145203104077764,1.4194691819370173,0.5073991436215516,0.3014558256236588
77,0.6081920431501755,1.3981387798383738,0.5102916346348272,0.28964636804938626
78,0.6191835147342528,1.6561085639865536,0.5056489552271609,0.31922349699434627
79,0.6200761515280396,1.3559365514167554,0.5020863797002381,0.2951244734841735
80,0.6130249829434322,1.3740611881017686,0.5054437259678017,0.2754299294771892
81,0.6169344266893202,1.3344140524317505,0.5057868211552338,0.2778829653081713
82,0.6094585743309637,1.3486813007266658,0.5098907035603195,0.28333773379784066
83,0.6062454345848087,1.4120236375529296,0.5130989895482231,0.2990708301791314
84,0.6122739450830055,1.5018216655512524,0.5102918813150784,0.2999275069737533
85,0.5945780558155657,1.4863416264201426,0.5149569580477679,0.2978912605193969
86,0.5973454244938294,1.4406700139782231,0.5169783046376859,0.30709459262600225
87,0.58906294288514,1.563482348174806,0.5224565743368698,0.29916971023253663
88,0.5829139726558645,1.3927235121180297,0.5249949611712563,0.27253136129534955
89,0.5933345491242047,1.4591446223722142,0.5209534386760957,0.3173251350240834
90,0.5836278487871348,1.5657432691686473,0.5251103594262875,0.3083541774176978
91,0.5838337488781715,1.4678825334568693,0.5251797847320687,0.30122518886065164
92,0.579029801792321,1.4468035683700233,0.5274561096191982,0.3042541376555346
93,0.5793007361300354,1.336974787598203,0.5297880216689592,0.29117163725195394
94,0.5788061475471762,1.41678887476587,0.530234733723557,0.30220249554525325
95,0.5687368756178874,1.426954065804269,0.5347909168116705,0.2803517224552547
96,0.5694216573142535,1.763081335243146,0.5344888608066243,0.3156983590017869
