file_id,organism,locus_tag,ess,conf,conf_esm2,conf_bert,conf_t5,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.0781683847308158,0.6788861155509949,0.6970238089561462,0.5953579545021057,0.5123590659350157
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.1843028366565704,0.5410006046295166,0.6408669352531433,0.7738703489303589,0.5350101813673973
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.0848932117223739,0.0298101417720317,0.417057603597641,0.1069355756044387,0.15967413317412132
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0548746287822723,0.0400077290832996,0.1286786645650863,0.0598797015845775,0.07086018100380892
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0642035976052284,0.091656893491745,0.212573766708374,0.088750772178173,0.1142962574958801
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0873881205916404,0.0563888549804687,0.1378869712352752,0.058931328356266,0.08514881879091259
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.094691090285778,0.0432389378547668,0.094633862376213,0.006902968045324,0.05986671464052045
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.0614849999547004,0.0657088682055473,0.3103028833866119,0.1944517791271209,0.15798713266849512
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0591473057866096,0.1018625572323799,0.2466020584106445,0.0760084465146064,0.1209050919860601
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0573591515421867,0.4068765640258789,0.3570576012134552,0.3171976506710052,0.2846227418631315
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.1424980461597442,0.7190784215927124,0.392067015171051,0.1697302460670471,0.3558434322476387
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.076273463666439,0.6102149486541748,0.1792350709438324,0.090600349009037,0.23908095806837082
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0560921914875507,0.0476283878087997,0.0981131568551063,0.097959779202938,0.07494837883859867
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0607686378061771,0.013978898525238,0.1500790864229202,0.0373536609113216,0.06554507091641422
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0707326307892799,0.1271496713161468,0.0754163712263107,0.0080304034054279,0.07033226918429132
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.0589070282876491,0.0240762755274772,0.4156356453895569,0.128897488117218,0.1568791093304753
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.136533185839653,0.9525179862976074,0.8786813020706177,0.9030736684799194,0.7177015356719494
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0678205639123916,0.0342532284557819,0.1655225902795791,0.0475275889039039,0.07878099288791413
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0565867386758327,0.032678123563528,0.0810206606984138,0.0585271343588829,0.05720316432416435
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.171741634607315,0.4444813728332519,0.3813579380512237,0.7113664150238037,0.42723684012889857
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.0655343160033226,0.6814161539077759,0.6798389554023743,0.7692018151283264,0.5489978101104498
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.8821906447410583,0.8168048858642578,0.796730637550354,0.723561704158783,0.8048219680786133
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.594285786151886,0.9273671507835388,0.9220982193946838,0.9096428155899048,0.8383484929800034
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.0596984326839447,0.2169070988893509,0.2466067224740982,0.0691289156675338,0.1480852924287319
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.0606201961636543,0.0601956509053707,0.2266368418931961,0.1084613725543022,0.11397851537913083
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.0538757182657718,0.0396184958517551,0.3572287559509277,0.4130490720272064,0.21594301052391524
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.0607225261628627,0.6667088270187378,0.2672664225101471,0.4496921598911285,0.361097483895719
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.0665049627423286,0.0418592728674411,0.0607585981488227,0.0656752586364746,0.05869952309876675
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0574962235987186,0.0904784873127937,0.1465086489915847,0.0232019424438476,0.07942132558673616
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.0550905913114547,0.0811583921313285,0.0691382437944412,0.074420042335987,0.06995181739330285
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.0576726198196411,0.0744239687919616,0.0841875001788139,0.023109083995223,0.0598482931964099
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.0652334243059158,0.0214013308286666,0.164009153842926,0.2167388796806335,0.11684569716453548
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.0951722934842109,0.1385822594165802,0.1470470279455185,0.0463019013404846,0.10677587054669856
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.0562047697603702,0.2112619280815124,0.2666376233100891,0.1758372187614441,0.17748538497835395
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0561544932425022,0.0223526023328304,0.2032480537891388,0.0752445310354232,0.08924992009997365
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.1566545069217682,0.8053839206695557,0.4589297473430633,0.4065247178077698,0.45687322318553925
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.0608511306345462,0.4408513605594635,0.4132994413375854,0.354828268289566,0.31745755020529026
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.0688866823911666,0.5818207263946533,0.3956459164619446,0.2805858552455902,0.3317347951233387
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.0565190501511096,0.5301039814949036,0.6650144457817078,0.1788888424634933,0.3576315799728036
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.0894550159573555,0.693437397480011,0.884253203868866,0.3749101161956787,0.5105139333754778
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.0601050443947315,0.0176808256655931,0.131101593375206,0.0811085179448127,0.07249899534508583
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.0756951123476028,0.1933202445507049,0.2244901061058044,0.1007551699876785,0.14856515824794764
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.0610030032694339,0.0575885064899921,0.2795203924179077,0.1693808734416961,0.14187319390475744
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.059044525027275,0.065642349421978,0.1089167445898056,0.0786746963858604,0.07806957885622975
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7544721364974976,0.6564926505088806,0.4688551425933838,0.6554854512214661,0.633826345205307
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.8979688882827759,0.8154802322387695,0.8188570141792297,0.708354651927948,0.8101651966571808
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.9233170747756958,0.9160131216049194,0.7100020051002502,0.9334906935691832,0.8707057237625122
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.926490068435669,0.918672263622284,0.8061354160308838,0.8738853335380554,0.881295770406723
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.890487790107727,0.9534822106361388,0.8641940355300903,0.9393619894981384,0.9118815064430237
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.7104834318161011,0.9628888964653016,0.9018588662147522,0.9512178897857666,0.8816122710704803
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.9175400137901306,0.9545475840568542,0.94254469871521,0.9567093849182128,0.9428354203701019
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9194607138633728,0.9595996141433716,0.930744767189026,0.937633216381073,0.9368595778942108
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.2291812300682068,0.9408069252967834,0.9362871050834656,0.9116179347038268,0.7544732987880707
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.890498697757721,0.9763007164001464,0.94323068857193,0.9776911735534668,0.946930319070816
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.8606106638908386,0.969038724899292,0.9342060685157776,0.8472341895103455,0.9027724117040634
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.8714398145675659,0.8900257349014282,0.7877494692802429,0.7339529395103455,0.8207919895648956
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.2097843438386917,0.9110171794891356,0.8821594715118408,0.8835248351097107,0.7216214574873447
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9222797155380248,0.9324981570243835,0.9661313891410828,0.8546186685562134,0.9188819825649261
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9086211919784546,0.9658692479133606,0.9130266904830932,0.8920691609382629,0.9198965728282928
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.6845137476921082,0.9319674968719482,0.6883009076118469,0.8685047626495361,0.7933217287063599
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.0565929748117923,0.0068681058473885,0.1636935174465179,0.0116885136812925,0.0597107779467478
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.5278804302215576,0.9383752346038818,0.8979784250259399,0.9531056880950928,0.829334944486618
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.0576221719384193,0.3465634286403656,0.5572414398193359,0.2325420826673507,0.2984922807663679
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.0541717670857906,0.1451761573553085,0.1887848824262619,0.0526634119451046,0.1101990547031164
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.0663985162973404,0.0830833241343498,0.1416498273611068,0.0493224188685417,0.08511352166533467
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.225819393992424,0.9728645086288452,0.936603307723999,0.9733189940452576,0.7771515510976315
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.0580339133739471,0.4424169659614563,0.3988470137119293,0.3170217275619507,0.30407990515232086
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.0563823357224464,0.0100250737741589,0.2466092854738235,0.247480884194374,0.1401243947912007
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.1405873894691467,0.0901830196380615,0.2173812985420227,0.053093746304512,0.12531136348843572
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.0514227077364921,0.0149897905066609,0.0794038772583007,0.0192553326487541,0.04126792703755195
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.0974823832511901,0.5497508645057678,0.653342604637146,0.1347219049930572,0.3588244393467903
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0505326278507709,0.020609950646758,0.0807278603315353,0.0023503710981458,0.0385552024818025
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.1741933971643448,0.0623233541846275,0.0786988362669944,0.0332102552056312,0.08710646070539947
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.0607751347124576,0.1251991540193557,0.2464885860681533,0.083613209426403,0.1290190210565924
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.0595376901328563,0.028458371758461,0.1465208530426025,0.0486119575798511,0.07078221812844272
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.3310060501098633,0.7832727432250977,0.5770613551139832,0.8353853225708008,0.6316813677549362
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.823093831539154,0.9358842968940736,0.7582723498344421,0.8918872475624084,0.8522844314575195
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.8321434259414673,0.821363627910614,0.8259364366531372,0.8143080472946167,0.8234378844499588
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0540525279939174,0.0453713946044445,0.1632008105516433,0.0651561319828033,0.08194521628320212
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.6215673685073853,0.8395882248878479,0.6655094027519226,0.6690380573272705,0.6989257633686066
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.055163312703371,0.0104862516745924,0.1554106771945953,0.0131367659196257,0.058549251873046104
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.0599203556776046,0.2261811345815658,0.341915100812912,0.2253121137619018,0.21333217620849604
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.1127823516726493,0.1393812447786331,0.1042341366410255,0.03651749715209,0.09822880756109947
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.0538285858929157,0.0053499429486691,0.2461330145597458,0.0564177185297012,0.09043231548275794
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.057447500526905,0.0386641919612884,0.1119843497872352,0.0499194972217083,0.06450388487428423
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.2190643846988678,0.171820729970932,0.1189318373799324,0.2559857964515686,0.1914506871253252
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.0718860030174255,0.6066628098487854,0.2455687224864959,0.2409460991621017,0.2912659086287021
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.6265867948532104,0.4611490368843078,0.8214685320854187,0.7154535055160522,0.6561644673347473
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.0574676133692264,0.2353694885969162,0.2448228150606155,0.624073326587677,0.2904333109036088
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.2429609894752502,0.1941425800323486,0.082138292491436,0.075036771595478,0.14856965839862818
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.0518744140863418,0.0329537168145179,0.3103893399238586,0.0128835262730717,0.10202524927444749
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.264076828956604,0.3297670483589172,0.1701349169015884,0.0726783499121666,0.20916428603231907
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.1333828866481781,0.3774039447307586,0.2507686913013458,0.5149858593940735,0.319135345518589
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.060118593275547,0.0516238920390605,0.1854774206876754,0.0364063642919063,0.0834065675735473
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.0766636207699775,0.8797330856323242,0.8369032740592957,0.7942609190940857,0.6468902248889208
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.1324179917573928,0.8376809358596802,0.6871771216392517,0.7466182112693787,0.6009735651314259
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.0517946816980838,0.0081901364028453,0.0901042520999908,0.0755478516221046,0.05640923045575613
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.5098110437393188,0.0176263879984617,0.1196855083107948,0.0285850707441568,0.16892700269818306
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.5965409278869629,0.0075034718029201,0.1319823116064071,0.0172197967767715,0.18831162701826543
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.0942715480923652,0.0947270691394805,0.2476436048746109,0.0386161208152771,0.11881458573043342
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.173827975988388,0.1079147160053253,0.1553445160388946,0.0727311968803405,0.1274546012282371
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.0611955523490905,0.2722026109695434,0.1919574439525604,0.1145967692136764,0.15998809412121767
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.0603300742805004,0.0275428351014852,0.1593886315822601,0.050097357481718,0.07433972461149092
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.0615664981305599,0.8938916325569153,0.8335573673248291,0.5904122591018677,0.594856939278543
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.0792296007275581,0.5698460340499878,0.4106017351150512,0.4975711703300476,0.3893121350556612
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.0555407591164112,0.2424912303686142,0.5117498636245728,0.1293228566646576,0.23477617744356394
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.096949391067028,0.2980135977268219,0.6933996677398682,0.5022658109664917,0.39765711687505245
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.0554345734417438,0.0371734574437141,0.2583112418651581,0.0335730463266372,0.0961230797693133
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.0818367525935173,0.0345246382057666,0.3959516584873199,0.0220575481653213,0.1335926493629813
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.0578904002904892,0.0942721590399742,0.2371180355548858,0.239144429564476,0.15710625611245632
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.072983331978321,0.2330196797847747,0.5093296766281128,0.3052016496658325,0.28013358451426024
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.0591180436313152,0.0541112162172794,0.1184968203306198,0.0265908986330032,0.0645792447030544
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.0624932944774627,0.4936031699180603,0.384542852640152,0.0488864406943321,0.24738143943250177
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.1314197927713394,0.0804074481129646,0.0320616029202938,0.0456956066191196,0.07239611260592935
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.0537599548697471,0.0266501680016517,0.3770924806594848,0.2861328721046448,0.18590886890888209
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.0768929347395896,0.910243034362793,0.6836093068122864,0.64029461145401,0.5777599718421698
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.0664839670062065,0.0819432437419891,0.2461884319782257,0.1707464605569839,0.1413405258208513
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.9442743062973022,0.9182043075561525,0.9073918461799622,0.904543399810791,0.9186034649610519
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.0834685340523719,0.0101689379662275,0.1816957294940948,0.0949533507227897,0.09257163805887098
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.057212721556425,0.1629305481910705,0.0347171127796173,0.0609106719493866,0.07894276361912485
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.8174325227737427,0.853909432888031,0.3033753037452698,0.8425233960151672,0.7043101638555527
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.0808176845312118,0.0392389371991157,0.0946009308099746,0.0452641285955905,0.06498042028397315
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.0606985539197921,0.2740606069564819,0.4109568297863006,0.2177343815565109,0.24086259305477137
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.0642348006367683,0.07943906635046,0.3757431209087372,0.091803103685379,0.15280502289533612
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.1699764877557754,0.123552531003952,0.2362139672040939,0.0444861873984336,0.14355729334056372
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.0592449642717838,0.5578703284263611,0.3213859498500824,0.21681609749794,0.28882933501154184
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.9184796810150146,0.9138041734695436,0.8450051546096802,0.8035727143287659,0.870215430855751
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.5126144886016846,0.7242114543914795,0.1672883927822113,0.4594059288501739,0.46588006615638733
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.8964811563491821,0.9105637073516846,0.8455502986907959,0.8525413870811462,0.8762841373682022
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.8315534591674805,0.928490400314331,0.8775949478149414,0.9202151894569396,0.8894634991884232
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.8852024674415588,0.9276293516159058,0.9116268754005432,0.9418152570724488,0.9165684878826141
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.917527198791504,0.962007701396942,0.9362049698829652,0.9063057899475098,0.9305114150047302
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.8777867555618286,0.9935678839683532,0.9491198658943176,0.9653552770614624,0.9464574456214905
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.876755952835083,0.8946061134338379,0.9388538002967834,0.9173333644866944,0.9068873077630997
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.8118866682052612,0.9466161131858826,0.9301244020462036,0.9241909980773926,0.903204545378685
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.8555086851119995,0.9502355456352234,0.9324780702590942,0.8927800059318542,0.9077505767345428
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.7022603154182434,0.743474006652832,0.8590123653411865,0.8250471949577332,0.7824484705924988
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.7874789834022522,0.927081286907196,0.888818621635437,0.9261173605918884,0.8823740631341934
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.0857665091753006,0.8288736939430237,0.8790419101715088,0.7910241484642029,0.646176565438509
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.900427520275116,0.9713149666786194,0.9458069801330566,0.8744768500328064,0.9230065792798996
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.8895197510719299,0.940799117088318,0.9423661231994628,0.9716715812683104,0.9360891431570053
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.911283314228058,0.9692623615264891,0.9738127589225768,0.9753150939941406,0.9574183821678162
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.7417670488357544,0.9635515213012696,0.7643545269966125,0.9718447327613832,0.8603794574737549
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.0949077159166336,0.1966832131147384,0.643652081489563,0.6536192297935486,0.3972155600786209
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.7691293954849243,0.9823414087295532,0.9022009968757628,0.9418214559555054,0.8988733142614365
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.894824743270874,0.951903760433197,0.8995617628097534,0.9332210421562196,0.919877827167511
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.0745572745800018,0.0471051782369613,0.1614763289690017,0.1565942466259002,0.10993325710296625
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.0593707151710987,0.0167249850928783,0.058205496519804,0.0198311209678649,0.038533079437911476
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.1313317120075225,0.9353383183479308,0.7773020267486572,0.9241156578063964,0.6920219287276267
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.064086876809597,0.7272512912750244,0.2018821984529495,0.0187587849795818,0.2529947878792882
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.0611455775797367,0.0153988217934966,0.2708313167095184,0.0114084780216217,0.08969604852609335
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.1100234985351562,0.0233243163675069,0.429485559463501,0.3641008138656616,0.23173354705795643
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.0900700911879539,0.0325226262211799,0.0959874987602233,0.0316215492784976,0.06255044136196368
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.057893231511116,0.0388950258493423,0.1597627252340316,0.0039448146708309,0.0651239493163302
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9198980331420898,0.9758163094520568,0.9539917707443236,0.969229221343994,0.9547338336706161
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.0575957223773002,0.3050800561904907,0.2352780103683471,0.0587484650313854,0.16417556349188087
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.069504790008068,0.0249845068901777,0.0510072447359561,0.0240407772362232,0.04238432971760625
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.0617825388908386,0.1628852933645248,0.3294319212436676,0.0746072977781295,0.15717676281929013
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.1384970843791961,0.0122140450403094,0.1218586489558219,0.0375167019665241,0.07752162008546289
