epoch,train_loss,val_loss,train_mcc,val_mcc
1,1.0035848950849198,0.9276931379511762,0.29399310295238895,0.32809404639517886
2,0.941054654585796,0.8830253641493144,0.33817882040394287,0.3751769482594232
3,0.9064631743558864,0.8670147846218283,0.3623987076560667,0.37753263284447774
4,0.8763461602615757,0.8482686390024409,0.3852825645871384,0.40988493395156655
5,0.8523781924040744,0.8340285352168192,0.3997010331378128,0.4083751572885695
6,0.8332706335510603,0.842631194579389,0.41243116816464354,0.3990269593505816
7,0.8151246532334259,0.8149396876873254,0.42385233535553046,0.4179820666642781
8,0.799953973363259,0.8196358383081038,0.43097971574685057,0.4437603319336432
9,0.7832813205606224,0.8240359083917608,0.4393698930545484,0.4036645266977759
10,0.773507011430633,0.8219887733307807,0.4402757466867666,0.430111251183698
11,0.764902863126855,0.8151673159299005,0.4460326804928428,0.43643240754358215
12,0.7550741348318688,0.8212312923663748,0.45152426522897005,0.4438966040811159
13,0.7478588262311608,0.8130933679924667,0.45521758761515513,0.4358745429888194
14,0.7368718066307551,0.8163629293290107,0.46154899270261385,0.4235981860726561
15,0.7278626040551323,0.8119840806032562,0.465873020674099,0.43928986418668525
16,0.7233172368713364,0.8216561325102969,0.46443419193154023,0.41308257868667114
17,0.715490235344452,0.8060302547067782,0.46703376525007345,0.4454594004353602
18,0.7108231293926714,0.8298932003762582,0.4682306112270844,0.4369467927627689
19,0.7032658287736996,0.8004555615570406,0.4702961533655684,0.44328613040600834
20,0.6977475153122148,0.8133117418556116,0.47456743178460886,0.42292076448325194
21,0.6964287643912944,0.8381005541324312,0.47310109053612476,0.41347127063309747
22,0.6888147109974074,0.8281367474991553,0.48214677029857367,0.4370835976061875
23,0.684347114057967,0.8265939594149286,0.4821333682334258,0.43173383558570383
24,0.6783225517951761,0.819284809473665,0.4837948842061608,0.4500851783788122
25,0.6761712898706757,0.8281060912985232,0.48891741334595384,0.4158341538088309
26,0.67549658679652,0.8139309017864499,0.4846750614272375,0.4388714055490127
27,0.669683557590554,0.8451599962724984,0.48645502843989774,0.4484755832388158
28,0.6681274087305236,0.8328947251989641,0.4917503084995812,0.43936740765296256
29,0.6641592647189198,0.8196301338554338,0.4890898639250316,0.42444354201889223
30,0.6607166167224306,0.869792652683707,0.49402647152385404,0.4580935729628902
31,0.6602253527738727,0.8416727314544391,0.4918937239455348,0.43997594552660835
32,0.6560826013897171,0.8279711474633702,0.49466656737212195,0.440718973710666
33,0.6551136598012061,0.8185501705295863,0.49547096220855047,0.4474951507665499
34,0.6478685826564637,0.8301276607822826,0.49803496604961467,0.4107497638297398
35,0.6435803201057995,0.8000187734686994,0.5013265024962941,0.4564515693037072
36,0.644712353302208,0.8477266656836784,0.4988408623487344,0.4581365034410027
37,0.6429062562897734,0.8374480420756735,0.49797173281483115,0.4636719213177577
38,0.6377256182559694,0.8780629198059781,0.5035900408506502,0.42538609779596376
39,0.6365739986262541,0.8497697772320748,0.5044591693974979,0.45381926499451836
40,0.6407423758051227,0.9096878897446106,0.5040429239019936,0.47922985523516404
41,0.635950950411574,0.8174988820049296,0.5078437288659038,0.4514738725184557
42,0.634320893567224,0.8129031118621657,0.5079059787988441,0.475656962667677
43,0.6366007233636951,0.8325077459671115,0.5051341241590429,0.4452741127083019
44,0.6289573716362138,0.8666848245505765,0.5068942245857694,0.4759886873090753
